epoch 	 learning_rate 	 Precision 	 Recall 	 F1 	 ACC1 
0	0.0004	0.678326589144	0.67828525641	0.678305922148	0.67828525641	
epoch 	 learning_rate 	 Precision 	 Recall 	 F1 	 ACC1 
0	0.0004	0.661481661282	0.661458333333	0.661469997102	0.661458333333	
1	0.0004	0.726765150036	0.726762820513	0.726763985273	0.792067307692	
2	0.0004	0.754035406554	0.754006410256	0.754020908127	0.808493589744	
3	0.0004	0.764443621126	0.764423076923	0.764433348886	0.795673076923	
4	0.0004	0.77676921773	0.776762820513	0.776766019108	0.826121794872	
5	0.0004	0.781951547016	0.781917735043	0.781934640664	0.807692307692	
6	0.0004	0.794099014157	0.794070512821	0.794084763233	0.866987179487	
7	0.0004	0.801447536381	0.801432291667	0.801439913951	0.85296474359	
8	0.0004	0.807168725635	0.807158119658	0.807163422612	0.85296474359	
9	0.0004	0.814555873649	0.814543269231	0.814549571391	0.881009615385	
10	0.0004	0.821138333708	0.821131993007	0.821135163345	0.887019230769	
11	0.0004	0.824869373584	0.824853098291	0.824861235857	0.86578525641	
12	0.0004	0.829894696271	0.829881656805	0.829888176486	0.890224358974	
13	0.0004	0.834490802437	0.834478021978	0.834484412159	0.894230769231	
14	0.0004	0.839567306921	0.839556623932	0.839561965392	0.910657051282	
15	0.0004	0.843206090806	0.84319911859	0.843202604684	0.897836538462	
16	0.0004	0.849153014535	0.849146870287	0.8491499424	0.944310897436	
17	0.0004	0.851880140647	0.851874109687	0.851877125156	0.898237179487	
18	0.0004	0.856682674747	0.856675944669	0.856679309695	0.943108974359	
19	0.0004	0.860923377692	0.860917467949	0.86092042281	0.941506410256	
20	0.0004	0.865390592633	0.865384615385	0.865387603999	0.954727564103	
21	0.0004	0.868482480032	0.868480477855	0.868481478942	0.933493589744	
22	0.0004	0.870543569482	0.870540691193	0.870542130335	0.915865384615	
23	0.0004	0.873583162227	0.873581063034	0.873582112629	0.943509615385	
24	0.0004	0.877165879656	0.877163461538	0.877164670596	0.963141025641	
25	0.0004	0.880826579207	0.880824704142	0.880825641674	0.972355769231	
26	0.0004	0.883994439271	0.883992165242	0.883993302255	0.966346153846	
27	0.0004	0.887264557917	0.887262477106	0.88726351751	0.975560897436	
28	0.0004	0.890281526727	0.890279619805	0.890280573265	0.974759615385	
29	0.0004	0.893283999802	0.89328258547	0.893283292635	0.980368589744	
epoch 	 learning_rate 	 Precision 	 Recall 	 F1 	 ACC1 
0	0.0004	0.982373033708	0.982371794872	0.982372414289	0.982371794872	
1	0.0004	0.981976105113	0.981971153846	0.981973629473	0.981570512821	
2	0.0004	0.979033427223	0.979033119658	0.979033273441	0.973157051282	
3	0.0004	0.976964365971	0.976963141026	0.976963753498	0.970753205128	
4	0.0004	0.977645715071	0.977644230769	0.977644972919	0.980368589744	
5	0.0004	0.969354653082	0.969350961538	0.969352807307	0.927884615385	
6	0.0004	0.968350739767	0.968349358974	0.96835004937	0.96233974359	
7	0.0004	0.968152720552	0.968149038462	0.968150879503	0.966746794872	
8	0.0004	0.969378041222	0.969373219373	0.969375630292	0.979166666667	
9	0.0004	0.970554482835	0.970552884615	0.970553683724	0.981169871795	
epoch 	 learning_rate 	 Precision 	 Recall 	 F1 	 ACC1 
0	0.0004	0.659455537721	0.659455128205	0.659455332963	0.659455128205	
1	0.0004	0.713620668393	0.713541666667	0.713581165343	0.767628205128	
2	0.0004	0.74196136046	0.741853632479	0.741907492558	0.798477564103	
3	0.0004	0.742387820513	0.742387820513	0.742387820513	0.743990384615	
4	0.0004	0.755933273175	0.755929487179	0.755931380172	0.810096153846	
5	0.0004	0.765357924913	0.765357905983	0.765357915448	0.8125	
6	0.0004	0.777360151955	0.777358058608	0.77735910528	0.849358974359	
7	0.0004	0.786010736827	0.786007612179	0.7860091745	0.846554487179	
8	0.0004	0.793937154535	0.793936965812	0.793937060174	0.857371794872	
